date,neighborhood,crime,count
20100531,34,0,3
20101130,34,0,1
20110131,34,0,1
20110630,34,0,1
20110731,34,0,3
20110831,34,0,1
20110930,34,0,3
20111031,34,0,2
20111130,34,0,1
20111231,34,0,4
20120131,34,0,5
20120331,34,0,1
20120630,34,0,3
20120731,34,0,1
20130131,34,0,1
20130228,34,0,5
20130331,34,0,1
20130731,34,0,2
20130831,34,0,3
20131231,34,0,1
20140131,34,0,1
20140430,34,0,1
20140531,34,0,1
20140731,34,0,1
20140930,34,0,1
20141031,34,0,2
20150131,34,0,2
20150331,34,0,2
20150430,34,0,1
20150531,34,0,1
20100430,34,1,1
20101130,34,1,1
20110930,34,1,1
20121130,34,1,1
20130131,34,1,1
20140430,34,1,1
20140630,34,1,1
20111031,34,2,1
20130630,34,2,1
20130930,34,2,1
20150331,34,2,1
20100131,34,3,1
20100228,34,3,1
20100331,34,3,2
20100531,34,3,1
20100630,34,3,2
20100731,34,3,1
20100831,34,3,3
20101031,34,3,2
20101130,34,3,2
20110131,34,3,1
20110228,34,3,1
20110531,34,3,1
20110630,34,3,1
20110831,34,3,1
20111231,34,3,1
20120930,34,3,1
20121031,34,3,1
20121130,34,3,5
20130131,34,3,1
20130331,34,3,2
20130731,34,3,1
20130831,34,3,1
20131031,34,3,1
20131231,34,3,2
20140131,34,3,2
20140331,34,3,3
20140430,34,3,2
20140531,34,3,1
20140630,34,3,1
20140731,34,3,2
20140831,34,3,1
20140930,34,3,2
20141031,34,3,1
20141130,34,3,3
20141231,34,3,1
20150531,34,3,2
20150630,34,3,3
20100228,34,4,1
20100331,34,4,1
20100430,34,4,3
20100531,34,4,3
20100630,34,4,2
20100731,34,4,3
20100831,34,4,5
20100930,34,4,8
20101031,34,4,6
20101130,34,4,4
20110228,34,4,2
20110331,34,4,2
20110430,34,4,2
20110630,34,4,1
20110731,34,4,1
20110831,34,4,1
20111031,34,4,1
20111231,34,4,2
20120131,34,4,1
20120331,34,4,1
20120430,34,4,3
20120531,34,4,3
20120831,34,4,3
20120930,34,4,1
20121031,34,4,4
20121231,34,4,1
20130131,34,4,2
20130228,34,4,1
20130430,34,4,3
20130531,34,4,3
20130731,34,4,5
20130831,34,4,4
20130930,34,4,2
20131031,34,4,3
20140228,34,4,4
20140331,34,4,1
20141031,34,4,1
20141130,34,4,1
20141231,34,4,2
20150531,34,4,1
20150630,34,4,1
20100131,34,5,1
20100228,34,5,1
20100630,34,5,3
20100831,34,5,1
20100930,34,5,1
20101130,34,5,2
20101231,34,5,1
20110331,34,5,2
20110430,34,5,1
20110630,34,5,2
20110831,34,5,1
20110930,34,5,2
20111031,34,5,2
20111231,34,5,4
20120131,34,5,1
20120430,34,5,1
20120630,34,5,2
20120831,34,5,3
20120930,34,5,1
20121031,34,5,1
20121231,34,5,4
20130131,34,5,2
20130228,34,5,3
20130331,34,5,2
20130630,34,5,3
20130831,34,5,2
20130930,34,5,1
20131031,34,5,1
20131130,34,5,2
20140228,34,5,1
20140331,34,5,1
20140430,34,5,5
20140531,34,5,1
20140630,34,5,2
20140731,34,5,1
20140831,34,5,1
20140930,34,5,11
20141031,34,5,4
20141130,34,5,5
20141231,34,5,2
20150131,34,5,7
20150228,34,5,4
20150331,34,5,7
20150430,34,5,4
20150531,34,5,3
20150630,34,5,2
20150430,34,6,1
20100131,34,7,4
20100228,34,7,1
20100331,34,7,1
20100430,34,7,2
20100531,34,7,6
20100630,34,7,4
20100731,34,7,2
20100831,34,7,4
20100930,34,7,4
20101031,34,7,4
20101130,34,7,2
20101231,34,7,3
20110131,34,7,2
20110228,34,7,3
20110331,34,7,5
20110430,34,7,5
20110531,34,7,1
20110630,34,7,4
20110731,34,7,3
20110831,34,7,1
20110930,34,7,4
20111031,34,7,10
20111130,34,7,4
20111231,34,7,4
20120131,34,7,7
20120229,34,7,2
20120331,34,7,3
20120430,34,7,7
20120531,34,7,14
20120630,34,7,8
20120731,34,7,9
20120831,34,7,7
20120930,34,7,8
20121031,34,7,6
20121130,34,7,6
20121231,34,7,3
20130131,34,7,4
20130228,34,7,6
20130331,34,7,5
20130430,34,7,8
20130531,34,7,11
20130630,34,7,4
20130731,34,7,8
20130831,34,7,13
20130930,34,7,14
20131031,34,7,15
20131130,34,7,2
20131231,34,7,4
20140131,34,7,6
20140228,34,7,4
20140331,34,7,5
20140430,34,7,9
20140531,34,7,2
20140630,34,7,4
20140731,34,7,6
20140831,34,7,7
20140930,34,7,12
20141031,34,7,8
20141130,34,7,7
20141231,34,7,13
20150131,34,7,10
20150228,34,7,6
20150331,34,7,8
20150430,34,7,6
20150531,34,7,11
20150630,34,7,8
20100131,34,8,1
20100331,34,8,1
20100430,34,8,3
20100630,34,8,1
20100731,34,8,8
20100831,34,8,11
20100930,34,8,3
20101031,34,8,20
20101130,34,8,4
20101231,34,8,8
20110131,34,8,3
20110228,34,8,1
20110331,34,8,2
20110430,34,8,5
20110531,34,8,6
20110630,34,8,2
20110731,34,8,4
20110831,34,8,5
20110930,34,8,6
20111130,34,8,3
20111231,34,8,1
20120131,34,8,1
20120229,34,8,1
20120430,34,8,4
20120531,34,8,10
20120630,34,8,3
20120831,34,8,13
20120930,34,8,4
20121031,34,8,5
20121231,34,8,5
20130131,34,8,2
20130228,34,8,1
20130331,34,8,7
20130430,34,8,2
20130531,34,8,5
20130630,34,8,7
20130731,34,8,1
20130831,34,8,5
20130930,34,8,5
20131031,34,8,1
20131130,34,8,6
20131231,34,8,6
20140131,34,8,4
20140228,34,8,2
20140430,34,8,2
20140531,34,8,3
20140630,34,8,4
20140731,34,8,4
20140831,34,8,7
20140930,34,8,1
20141031,34,8,4
20141130,34,8,1
20141231,34,8,1
20150131,34,8,2
20150228,34,8,1
20150331,34,8,4
20150430,34,8,4
20150531,34,8,3
20150630,34,8,6
20120731,34,9,1
20120930,34,9,1
20110630,34,10,1
20111231,34,10,1
20140930,34,10,1
20141130,34,10,1
20100731,34,11,1
20100831,34,11,1
20110228,34,11,2
20110930,34,11,1
20120131,34,11,5
20120430,34,11,1
20120630,34,11,1
20130131,34,11,1
20130531,34,11,1
20130930,34,11,1
20131130,34,11,1
20140430,34,11,1
20140731,34,11,1
20140831,34,11,1
20141130,34,11,1
20150228,34,11,2
20150430,34,11,1
20150531,34,11,2
20100331,34,13,1
20100430,34,13,3
20100731,34,13,2
20100831,34,13,1
20100930,34,13,2
20101130,34,13,4
20110331,34,13,1
20110430,34,13,1
20110531,34,13,1
20110831,34,13,1
20110930,34,13,2
20120229,34,13,1
20120630,34,13,1
20120731,34,13,1
20120930,34,13,1
20121031,34,13,1
20130131,34,13,1
20130228,34,13,1
20130531,34,13,2
20130930,34,13,1
20131231,34,13,1
20140430,34,13,1
20140731,34,13,1
20140930,34,13,2
20141031,34,13,1
20150531,34,13,1
20110930,34,14,1
20130731,34,14,1
20100131,35,0,2
20100430,35,0,2
20110831,35,0,1
20110930,35,0,1
20111031,35,0,1
20111231,35,0,1
20120831,35,0,1
20121031,35,0,1
20130630,35,0,1
20131031,35,0,1
20140331,35,0,1
20140731,35,0,1
20140930,35,0,1
20150131,35,0,2
20150531,35,0,1
20150630,35,0,1
20140531,35,1,1
20150228,35,2,1
20110331,35,3,1
20110430,35,3,1
20110531,35,3,1
20110630,35,3,1
20110831,35,3,1
20111130,35,3,1
20130831,35,3,1
20131231,35,3,1
20140531,35,3,2
20150531,35,3,1
20100131,35,4,1
20100331,35,4,1
20101031,35,4,1
20101130,35,4,1
20110131,35,4,1
20120229,35,4,1
20130630,35,4,1
20130731,35,4,1
20130831,35,4,3
20131031,35,4,2
20140731,35,4,1
20100430,35,5,1
20100531,35,5,1
20100731,35,5,1
20100930,35,5,1
20101031,35,5,1
20110228,35,5,1
20110831,35,5,1
20111031,35,5,1
20120630,35,5,4
20130531,35,5,1
20130630,35,5,1
20131231,35,5,1
20140331,35,5,1
20140430,35,5,1
20150131,35,5,1
20150531,35,5,1
20100131,35,7,1
20100228,35,7,1
20100531,35,7,1
20100630,35,7,1
20101130,35,7,1
20110531,35,7,1
20111031,35,7,1
20111130,35,7,1
20120229,35,7,1
20120430,35,7,2
20120630,35,7,1
20120731,35,7,2
20120930,35,7,1
20121031,35,7,1
20121130,35,7,2
20121231,35,7,1
20130131,35,7,2
20130228,35,7,2
20130331,35,7,2
20130430,35,7,2
20130630,35,7,1
20130731,35,7,3
20130930,35,7,1
20140131,35,7,1
20140228,35,7,4
20140630,35,7,3
20140731,35,7,1
20140831,35,7,3
20140930,35,7,1
20141130,35,7,1
20150131,35,7,3
20150228,35,7,2
20150331,35,7,1
20150531,35,7,1
20150630,35,7,2
20100131,35,8,1
20100331,35,8,1
20101231,35,8,1
20110831,35,8,2
20111031,35,8,1
20120229,35,8,1
20120430,35,8,1
20120630,35,8,1
20121130,35,8,1
20130331,35,8,1
20130430,35,8,3
20130531,35,8,1
20130630,35,8,1
20131031,35,8,3
20131231,35,8,1
20140228,35,8,1
20140430,35,8,1
20140831,35,8,1
20140930,35,8,2
20141130,35,8,1
20150131,35,8,1
20110531,35,9,1
20140430,35,9,1
20150430,35,9,1
20100531,35,13,1
20100731,35,13,2
20100831,35,13,1
20100930,35,13,1
20110331,35,13,1
20110430,35,13,1
20110731,35,13,1
20120630,35,13,2
20120930,35,13,3
20140430,35,13,1
20140531,35,13,3
20140630,35,13,3
20140731,35,13,2
20140831,35,13,1
20150630,35,13,1
20120331,35,14,1
20140930,35,14,1
20150131,35,14,1
20100131,36,0,2
20100228,36,0,1
20100430,36,0,2
20100531,36,0,2
20100630,36,0,2
20100731,36,0,1
20100831,36,0,2
20100930,36,0,2
20101031,36,0,3
20101130,36,0,2
20110131,36,0,1
20110331,36,0,1
20110430,36,0,4
20110531,36,0,2
20120331,36,0,1
20120430,36,0,3
20120531,36,0,1
20120731,36,0,1
20120831,36,0,1
20120930,36,0,1
20121031,36,0,2
20121130,36,0,2
20121231,36,0,1
20130331,36,0,1
20130531,36,0,2
20130731,36,0,1
20130930,36,0,1
20131031,36,0,1
20131231,36,0,2
20140531,36,0,1
20140630,36,0,2
20140731,36,0,1
20141031,36,0,1
20150331,36,0,1
20150430,36,0,2
20150630,36,0,2
20130131,36,1,1
20150228,36,1,1
20150531,36,1,1
20100731,36,2,1
20110531,36,2,1
20140831,36,2,1
20100531,36,3,1
20101031,36,3,1
20101130,36,3,1
20101231,36,3,2
20110131,36,3,1
20110331,36,3,1
20120131,36,3,1
20120229,36,3,1
20120331,36,3,2
20121130,36,3,4
20130331,36,3,1
20130531,36,3,1
20130831,36,3,3
20130930,36,3,2
20131231,36,3,1
20140331,36,3,1
20140531,36,3,1
20140731,36,3,3
20140930,36,3,1
20141231,36,3,1
20150331,36,3,1
20150430,36,3,1
20150630,36,3,1
20100131,36,4,1
20100228,36,4,1
20100430,36,4,1
20100531,36,4,1
20100630,36,4,1
20100731,36,4,2
20100930,36,4,1
20101130,36,4,1
20101231,36,4,2
20110131,36,4,1
20110228,36,4,1
20110531,36,4,2
20110630,36,4,1
20110731,36,4,1
20111031,36,4,2
20111231,36,4,1
20120131,36,4,1
20120331,36,4,1
20120430,36,4,2
20120630,36,4,2
20120731,36,4,1
20120831,36,4,2
20121130,36,4,2
20130131,36,4,1
20130228,36,4,1
20130331,36,4,2
20130430,36,4,3
20130531,36,4,3
20130930,36,4,1
20131031,36,4,2
20131130,36,4,1
20131231,36,4,1
20140131,36,4,1
20140331,36,4,2
20140531,36,4,2
20140630,36,4,2
20140731,36,4,3
20141031,36,4,2
20141130,36,4,2
20141231,36,4,1
20150131,36,4,2
20150331,36,4,1
20150430,36,4,1
20150531,36,4,3
20100131,36,5,2
20100228,36,5,2
20100430,36,5,2
20100531,36,5,1
20100630,36,5,1
20100731,36,5,3
20100831,36,5,3
20100930,36,5,1
20101031,36,5,1
20101130,36,5,2
20101231,36,5,5
20110228,36,5,4
20110331,36,5,1
20110430,36,5,4
20110531,36,5,1
20110731,36,5,4
20110831,36,5,2
20110930,36,5,1
20111031,36,5,1
20111231,36,5,2
20120131,36,5,1
20120229,36,5,3
20120331,36,5,6
20120430,36,5,1
20120531,36,5,4
20120731,36,5,1
20120930,36,5,3
20121231,36,5,1
20130228,36,5,4
20130331,36,5,3
20130430,36,5,1
20130731,36,5,1
20130930,36,5,1
20131130,36,5,1
20140228,36,5,1
20140331,36,5,5
20140531,36,5,1
20140630,36,5,1
20140831,36,5,1
20141130,36,5,3
20150228,36,5,3
20150331,36,5,1
20150531,36,5,5
20121130,36,6,1
20100630,36,7,1
20100831,36,7,2
20100930,36,7,2
20101031,36,7,1
20101130,36,7,1
20101231,36,7,2
20110131,36,7,1
20110228,36,7,1
20110331,36,7,2
20110531,36,7,1
20110831,36,7,2
20110930,36,7,2
20111231,36,7,1
20120131,36,7,1
20120430,36,7,1
20120630,36,7,2
20120731,36,7,1
20121130,36,7,1
20121231,36,7,1
20130131,36,7,1
20130331,36,7,2
20130630,36,7,2
20130731,36,7,1
20130831,36,7,1
20130930,36,7,2
20131130,36,7,2
20131231,36,7,1
20140331,36,7,1
20140430,36,7,1
20140531,36,7,3
20140630,36,7,1
20140831,36,7,1
20141231,36,7,2
20150331,36,7,1
20150430,36,7,2
20100430,36,8,1
20100930,36,8,1
20110630,36,8,1
20111130,36,8,1
20111231,36,8,1
20120430,36,8,2
20120731,36,8,1
20130131,36,8,1
20130331,36,8,1
20130430,36,8,1
20130531,36,8,1
20130731,36,8,2
20140131,36,8,2
20140531,36,8,2
20140930,36,8,3
20141031,36,8,1
20141231,36,8,1
20150131,36,8,1
20150331,36,8,1
20150531,36,8,2
20100831,36,9,1
20100930,36,9,1
20110228,36,9,1
20110531,36,9,1
20120131,36,9,1
20120531,36,9,1
20120731,36,9,1
20130131,36,9,1
20130731,36,9,1
20130831,36,9,1
20140831,36,9,1
20131231,36,10,1
20150430,36,10,1
20121130,36,11,1
20131231,36,11,1
20101031,36,12,3
20130930,36,12,1
20131031,36,12,1
20100731,36,13,2
20110531,36,13,1
20110831,36,13,2
20120531,36,13,1
20120630,36,13,4
20120831,36,13,1
20130131,36,13,1
20130228,36,13,1
20130531,36,13,1
20140531,36,13,1
20140630,36,13,1
20140831,36,13,1
20150228,36,13,1
20150430,36,13,1
20150531,36,13,2
20131031,36,14,1
20131231,36,14,1
20140630,36,14,2
20140731,36,14,1
20150430,36,14,1
20100131,37,0,5
20100228,37,0,6
20100331,37,0,8
20100430,37,0,7
20100531,37,0,21
20100630,37,0,13
20100731,37,0,7
20100831,37,0,6
20100930,37,0,16
20101031,37,0,9
20101130,37,0,9
20101231,37,0,5
20110131,37,0,11
20110228,37,0,6
20110331,37,0,6
20110430,37,0,9
20110531,37,0,8
20110630,37,0,4
20110731,37,0,12
20110831,37,0,4
20110930,37,0,4
20111031,37,0,4
20111130,37,0,6
20111231,37,0,4
20120131,37,0,6
20120229,37,0,3
20120331,37,0,7
20120430,37,0,4
20120531,37,0,9
20120630,37,0,8
20120731,37,0,8
20120831,37,0,9
20120930,37,0,11
20121031,37,0,7
20121130,37,0,3
20121231,37,0,9
20130131,37,0,2
20130228,37,0,1
20130331,37,0,1
20130430,37,0,5
20130531,37,0,5
20130630,37,0,8
20130731,37,0,3
20130831,37,0,10
20130930,37,0,4
20131031,37,0,9
20131130,37,0,5
20131231,37,0,5
20140131,37,0,5
20140228,37,0,2
20140331,37,0,6
20140430,37,0,8
20140531,37,0,2
20140630,37,0,2
20140731,37,0,6
20140831,37,0,2
20140930,37,0,4
20141031,37,0,8
20141130,37,0,3
20141231,37,0,10
20150131,37,0,2
20150228,37,0,1
20150331,37,0,6
20150430,37,0,9
20150531,37,0,6
20150630,37,0,5
20100930,37,1,1
20101130,37,1,1
20110331,37,1,4
20120229,37,1,3
20120630,37,1,1
20120930,37,1,1
20130228,37,1,1
20130831,37,1,1
20131130,37,1,1
20140531,37,1,1
20140630,37,1,1
20141130,37,1,1
20150430,37,1,1
20150531,37,1,1
20100331,37,2,2
20100531,37,2,1
20100630,37,2,1
20101031,37,2,1
20110331,37,2,1
20110430,37,2,1
20110630,37,2,1
20110731,37,2,1
20110930,37,2,1
20111031,37,2,3
20120131,37,2,1
20120229,37,2,1
20120531,37,2,1
20120630,37,2,1
20130228,37,2,1
20130331,37,2,1
20130531,37,2,1
20130630,37,2,1
20140430,37,2,1
20140531,37,2,1
20140630,37,2,1
20140731,37,2,1
20141031,37,2,1
20141130,37,2,1
20150131,37,2,1
20150228,37,2,1
20150630,37,2,1
20100131,37,3,1
20100228,37,3,1
20100331,37,3,1
20100430,37,3,6
20100531,37,3,2
20100630,37,3,3
20100731,37,3,3
20100831,37,3,3
20100930,37,3,1
20101031,37,3,2
20101130,37,3,1
20101231,37,3,4
20110131,37,3,6
20110228,37,3,1
20110331,37,3,1
20110430,37,3,2
20110531,37,3,4
20110630,37,3,3
20110731,37,3,2
20110831,37,3,1
20110930,37,3,2
20111031,37,3,1
20111130,37,3,2
20111231,37,3,3
20120131,37,3,3
20120229,37,3,2
20120331,37,3,1
20120430,37,3,1
20120531,37,3,3
20120630,37,3,4
20120731,37,3,3
20120831,37,3,2
20120930,37,3,2
20121031,37,3,2
20121130,37,3,3
20121231,37,3,5
20130131,37,3,1
20130228,37,3,1
20130331,37,3,2
20130430,37,3,5
20130531,37,3,4
20130630,37,3,8
20130731,37,3,5
20130831,37,3,4
20130930,37,3,5
20131031,37,3,5
20131130,37,3,3
20140331,37,3,5
20140430,37,3,3
20140531,37,3,3
20140630,37,3,3
20140731,37,3,7
20140831,37,3,2
20140930,37,3,3
20141031,37,3,2
20141130,37,3,3
20141231,37,3,4
20150131,37,3,2
20150228,37,3,2
20150331,37,3,5
20150430,37,3,4
20150531,37,3,4
20150630,37,3,9
20100131,37,4,7
20100228,37,4,4
20100331,37,4,6
20100430,37,4,6
20100531,37,4,11
20100630,37,4,6
20100731,37,4,5
20100831,37,4,5
20100930,37,4,5
20101031,37,4,7
20101130,37,4,6
20101231,37,4,6
20110131,37,4,9
20110228,37,4,7
20110331,37,4,6
20110430,37,4,9
20110531,37,4,8
20110630,37,4,5
20110731,37,4,6
20110831,37,4,10
20110930,37,4,6
20111031,37,4,4
20111130,37,4,8
20111231,37,4,15
20120131,37,4,10
20120229,37,4,12
20120331,37,4,17
20120430,37,4,13
20120531,37,4,10
20120630,37,4,7
20120731,37,4,9
20120831,37,4,8
20120930,37,4,9
20121031,37,4,10
20121130,37,4,8
20121231,37,4,7
20130131,37,4,5
20130228,37,4,4
20130331,37,4,6
20130430,37,4,4
20130531,37,4,12
20130630,37,4,3
20130731,37,4,12
20130831,37,4,6
20130930,37,4,11
20131031,37,4,8
20131130,37,4,7
20131231,37,4,7
20140131,37,4,5
20140228,37,4,2
20140331,37,4,5
20140430,37,4,8
20140531,37,4,5
20140630,37,4,7
20140731,37,4,7
20140831,37,4,7
20140930,37,4,4
20141031,37,4,8
20141130,37,4,6
20141231,37,4,8
20150131,37,4,9
20150228,37,4,7
20150331,37,4,9
20150430,37,4,11
20150531,37,4,8
20150630,37,4,6
20100131,37,5,10
20100228,37,5,6
20100331,37,5,10
20100430,37,5,10
20100531,37,5,10
20100630,37,5,11
20100731,37,5,9
20100831,37,5,10
20100930,37,5,5
20101031,37,5,9
20101130,37,5,3
20101231,37,5,5
20110131,37,5,6
20110228,37,5,2
20110331,37,5,12
20110430,37,5,6
20110531,37,5,13
20110630,37,5,11
20110731,37,5,21
20110831,37,5,3
20110930,37,5,12
20111031,37,5,8
20111130,37,5,8
20111231,37,5,5
20120131,37,5,12
20120229,37,5,12
20120331,37,5,11
20120430,37,5,7
20120531,37,5,5
20120630,37,5,7
20120731,37,5,19
20120831,37,5,9
20120930,37,5,9
20121031,37,5,3
20121130,37,5,7
20121231,37,5,10
20130131,37,5,3
20130228,37,5,3
20130331,37,5,4
20130430,37,5,3
20130531,37,5,9
20130630,37,5,7
20130731,37,5,4
20130831,37,5,5
20130930,37,5,5
20131031,37,5,4
20131130,37,5,6
20131231,37,5,1
20140131,37,5,5
20140228,37,5,9
20140331,37,5,2
20140430,37,5,5
20140531,37,5,7
20140630,37,5,14
20140731,37,5,5
20140831,37,5,7
20140930,37,5,4
20141031,37,5,6
20141130,37,5,4
20141231,37,5,5
20150131,37,5,6
20150228,37,5,5
20150331,37,5,3
20150430,37,5,11
20150531,37,5,6
20150630,37,5,4
20110930,37,6,1
20111130,37,6,1
20120630,37,6,1
20120930,37,6,1
20130331,37,6,1
20130430,37,6,1
20140131,37,6,1
20140630,37,6,1
20150430,37,6,1
20150531,37,6,1
20100131,37,7,7
20100228,37,7,1
20100331,37,7,12
20100430,37,7,6
20100531,37,7,4
20100630,37,7,3
20100731,37,7,8
20100831,37,7,7
20100930,37,7,8
20101031,37,7,5
20101130,37,7,6
20101231,37,7,5
20110228,37,7,4
20110331,37,7,6
20110430,37,7,6
20110531,37,7,11
20110630,37,7,5
20110731,37,7,2
20110831,37,7,8
20110930,37,7,7
20111031,37,7,5
20111130,37,7,3
20111231,37,7,6
20120131,37,7,11
20120229,37,7,6
20120331,37,7,8
20120430,37,7,5
20120531,37,7,10
20120630,37,7,4
20120731,37,7,8
20120831,37,7,6
20120930,37,7,5
20121031,37,7,7
20121130,37,7,7
20121231,37,7,6
20130131,37,7,4
20130228,37,7,2
20130331,37,7,6
20130430,37,7,4
20130531,37,7,3
20130630,37,7,3
20130731,37,7,3
20130831,37,7,9
20130930,37,7,8
20131031,37,7,3
20131130,37,7,3
20131231,37,7,9
20140131,37,7,5
20140228,37,7,2
20140331,37,7,4
20140430,37,7,6
20140531,37,7,7
20140630,37,7,6
20140731,37,7,4
20140831,37,7,5
20140930,37,7,5
20141031,37,7,6
20141130,37,7,3
20141231,37,7,3
20150131,37,7,2
20150228,37,7,5
20150331,37,7,5
20150430,37,7,5
20150531,37,7,4
20150630,37,7,7
20100131,37,8,1
20100228,37,8,1
20100331,37,8,4
20100430,37,8,2
20100531,37,8,2
20100731,37,8,3
20100831,37,8,3
20100930,37,8,5
20101031,37,8,1
20101231,37,8,2
20110131,37,8,2
20110228,37,8,1
20110430,37,8,1
20110531,37,8,3
20110630,37,8,1
20110731,37,8,2
20110831,37,8,3
20110930,37,8,3
20111031,37,8,2
20111130,37,8,1
20120131,37,8,1
20120331,37,8,4
20120531,37,8,2
20120630,37,8,2
20120731,37,8,3
20120831,37,8,3
20120930,37,8,1
20121031,37,8,2
20121130,37,8,1
20121231,37,8,1
20130131,37,8,1
20130228,37,8,2
20130331,37,8,1
20130430,37,8,3
20130531,37,8,1
20130630,37,8,3
20130731,37,8,1
20130831,37,8,2
20131031,37,8,4
20131130,37,8,3
20140131,37,8,2
20140228,37,8,1
20140331,37,8,4
20140430,37,8,5
20140731,37,8,6
20140831,37,8,3
20140930,37,8,3
20141130,37,8,1
20150131,37,8,2
20150331,37,8,1
20150531,37,8,3
20150630,37,8,3
20100630,37,9,1
20100731,37,9,1
20101130,37,9,1
20101231,37,9,1
20110228,37,9,1
20110630,37,9,1
20110731,37,9,1
20110831,37,9,1
20111031,37,9,2
20111231,37,9,1
20120430,37,9,1
20120930,37,9,2
20130228,37,9,1
20130831,37,9,1
20130930,37,9,1
20131031,37,9,1
20131130,37,9,1
20131231,37,9,1
20140331,37,9,1
20140430,37,9,1
20140531,37,9,1
20100331,37,10,1
20101231,37,10,1
20110228,37,10,1
20110331,37,10,1
20110731,37,10,1
20110930,37,10,1
20120131,37,10,2
20120531,37,10,1
20121031,37,10,1
20130831,37,10,1
20140731,37,10,1
20100831,37,11,2
20100930,37,11,1
20101231,37,11,2
20110131,37,11,1
20110731,37,11,1
20110930,37,11,1
20111031,37,11,1
20111130,37,11,6
20120331,37,11,1
20120630,37,11,1
20120831,37,11,1
20121130,37,11,1
20130630,37,11,1
20131130,37,11,1
20140228,37,11,1
20140531,37,11,1
20140831,37,11,1
20140930,37,11,2
20141031,37,11,1
20150331,37,11,2
20150430,37,11,1
20150531,37,11,2
20150630,37,11,2
20100228,37,12,1
20100331,37,12,1
20100430,37,12,1
20100531,37,12,1
20100831,37,12,3
20101031,37,12,1
20101130,37,12,3
20101231,37,12,4
20110131,37,12,4
20110430,37,12,1
20110630,37,12,1
20110831,37,12,3
20111031,37,12,1
20120331,37,12,2
20120430,37,12,1
20120531,37,12,1
20120630,37,12,1
20120731,37,12,2
20120930,37,12,4
20121130,37,12,1
20130228,37,12,1
20130831,37,12,1
20131031,37,12,1
20131130,37,12,1
20140131,37,12,1
20140630,37,12,1
20140930,37,12,4
20141031,37,12,4
20141231,37,12,1
20150430,37,12,4
20100228,37,13,1
20100430,37,13,3
20100531,37,13,2
20100630,37,13,3
20100731,37,13,5
20101031,37,13,3
20101130,37,13,5
20101231,37,13,4
20110131,37,13,1
20110228,37,13,1
20110430,37,13,3
20110531,37,13,4
20110630,37,13,1
20110731,37,13,4
20110831,37,13,2
20110930,37,13,3
20111130,37,13,1
20111231,37,13,1
20120229,37,13,2
20120331,37,13,1
20120430,37,13,3
20120531,37,13,3
20120630,37,13,7
20120731,37,13,3
20120831,37,13,3
20120930,37,13,3
20121031,37,13,1
20121231,37,13,4
20130430,37,13,1
20130630,37,13,2
20130731,37,13,2
20130831,37,13,3
20130930,37,13,2
20131130,37,13,4
20131231,37,13,2
20140131,37,13,3
20140228,37,13,1
20140331,37,13,2
20140430,37,13,2
20140531,37,13,2
20140630,37,13,2
20140831,37,13,1
20140930,37,13,2
20141031,37,13,6
20141130,37,13,1
20141231,37,13,1
20150131,37,13,1
20150331,37,13,2
20150430,37,13,1
20150531,37,13,1
20150630,37,13,2
20110228,37,14,1
20110430,37,14,3
20110731,37,14,2
20110831,37,14,1
20111130,37,14,1
20111231,37,14,1
20120229,37,14,1
20120331,37,14,1
20120430,37,14,1
20120930,37,14,2
20121231,37,14,1
20130430,37,14,1
20130630,37,14,2
20130930,37,14,2
20140131,37,14,1
20140430,37,14,2
20140831,37,14,1
20140930,37,14,1
20141031,37,14,1
20141231,37,14,2
20150430,37,14,1
20150531,37,14,1
20150630,37,14,1
20101130,38,0,1
20130331,38,3,1
20131130,38,3,1
20140731,38,3,1
20140831,38,3,1
20150430,38,3,1
20100131,38,4,1
20100331,38,4,2
20100430,38,4,1
20100531,38,4,1
20100630,38,4,2
20100731,38,4,2
20100831,38,4,1
20100930,38,4,1
20101031,38,4,2
20101130,38,4,1
20110131,38,4,2
20110430,38,4,1
20110531,38,4,1
20110731,38,4,3
20110831,38,4,1
20110930,38,4,1
20111031,38,4,2
20120131,38,4,4
20120531,38,4,2
20120831,38,4,2
20120930,38,4,1
20121031,38,4,1
20121130,38,4,1
20121231,38,4,3
20130131,38,4,1
20130228,38,4,1
20130331,38,4,1
20130630,38,4,1
20130831,38,4,2
20130930,38,4,2
20131130,38,4,1
20131231,38,4,1
20140131,38,4,1
20140228,38,4,1
20140731,38,4,1
20141130,38,4,1
20150430,38,4,1
20150531,38,4,1
20100930,38,5,1
20110731,38,5,1
20111130,38,5,1
20120331,38,5,1
20130930,38,5,1
20140228,38,5,1
20140331,38,5,1
20140831,38,5,1
20100131,38,7,1
20110131,38,7,3
20110228,38,7,1
20110331,38,7,2
20110531,38,7,1
20110630,38,7,2
20110731,38,7,2
20110930,38,7,1
20111130,38,7,2
20111231,38,7,2
20120131,38,7,1
20120531,38,7,2
20120630,38,7,1
20120731,38,7,1
20120930,38,7,1
20121031,38,7,3
20130228,38,7,1
20130331,38,7,1
20130430,38,7,1
20130731,38,7,2
20130831,38,7,1
20130930,38,7,2
20131130,38,7,2
20131231,38,7,2
20140228,38,7,2
20140331,38,7,2
20140630,38,7,1
20140831,38,7,1
20141031,38,7,3
20141130,38,7,1
20141231,38,7,2
20150331,38,7,1
20150531,38,7,1
20150630,38,7,1
20110831,38,8,2
20111130,38,8,2
20120131,38,8,1
